,verb,count,presente yo,presente tú,"presente él, ella, Ud.",presente nosotros,presente vosotros,"presente ellos, ellas, Uds.",presente vos,imperfecto yo,imperfecto tú,"imperfecto él, ella, Ud.",imperfecto nosotros,imperfecto vosotros,"imperfecto ellos, ellas, Uds.",imperfecto vos,pretérito yo,pretérito tú,"pretérito él, ella, Ud.",pretérito nosotros,pretérito vosotros,"pretérito ellos, ellas, Uds.",pretérito vos,futuro yo,futuro tú,"futuro él, ella, Ud.",futuro nosotros,futuro vosotros,"futuro ellos, ellas, Uds.",futuro vos,condicional yo,condicional tú,"condicional él, ella, Ud.",condicional nosotros,condicional vosotros,"condicional ellos, ellas, Uds.",condicional vos,prob,en
917,ahorcar,1489,ahorco,ahorcas,ahorca,ahorcamos,ahorcáis,ahorcan,ahorcás,ahorcaba,ahorcabas,ahorcaba,ahorcábamos,ahorcabais,ahorcaban,ahorcabas,ahorqué,ahorcaste,ahorcó,ahorcamos,ahorcasteis,ahorcaron,ahorcaste,ahorcaré,ahorcarás,ahorcará,ahorcaremos,ahorcaréis,ahorcarán,ahorcarás,ahorcaría,ahorcarías,ahorcaría,ahorcaríamos,ahorcaríais,ahorcarían,ahorcarías,0.0004284199217277,hang
918,derrocar,1489,derroco,derrocas,derroca,derrocamos,derrocáis,derrocan,derrocás,derrocaba,derrocabas,derrocaba,derrocábamos,derrocabais,derrocaban,derrocabas,derroqué,derrocaste,derrocó,derrocamos,derrocasteis,derrocaron,derrocaste,derrocaré,derrocarás,derrocará,derrocaremos,derrocaréis,derrocarán,derrocarás,derrocaría,derrocarías,derrocaría,derrocaríamos,derrocaríais,derrocarían,derrocarías,0.0004284199217277,overthrow
919,rellenar,1488,relleno,rellenas,rellena,rellenamos,rellenáis,rellenan,rellenás,rellenaba,rellenabas,rellenaba,rellenábamos,rellenabais,rellenaban,rellenabas,rellené,rellenaste,rellenó,rellenamos,rellenasteis,rellenaron,rellenaste,rellenaré,rellenarás,rellenará,rellenaremos,rellenaréis,rellenarán,rellenarás,rellenaría,rellenarías,rellenaría,rellenaríamos,rellenaríais,rellenarían,rellenarías,0.0004281321984761,fill
920,aliviar,1488,alivio,alivias,alivia,aliviamos,aliviáis,alivian,aliviás,aliviaba,aliviabas,aliviaba,aliviábamos,aliviabais,aliviaban,aliviabas,alivié,aliviaste,alivió,aliviamos,aliviasteis,aliviaron,aliviaste,aliviaré,aliviarás,aliviará,aliviaremos,aliviaréis,aliviarán,aliviarás,aliviaría,aliviarías,aliviaría,aliviaríamos,aliviaríais,aliviarían,aliviarías,0.0004281321984761,relieve
921,aplastar,1487,aplasto,aplastas,aplasta,aplastamos,aplastáis,aplastan,aplastás,aplastaba,aplastabas,aplastaba,aplastábamos,aplastabais,aplastaban,aplastabas,aplasté,aplastaste,aplastó,aplastamos,aplastasteis,aplastaron,aplastaste,aplastaré,aplastarás,aplastará,aplastaremos,aplastaréis,aplastarán,aplastarás,aplastaría,aplastarías,aplastaría,aplastaríamos,aplastaríais,aplastarían,aplastarías,0.0004278444752244,crush
922,presuponer,1486,presupongo,presupones,presupone,presuponemos,presuponéis,presuponen,presuponés,presuponía,presuponías,presuponía,presuponíamos,presuponíais,presuponían,presuponías,presupuse,presupusiste,presupuso,presupusimos,presupusisteis,presupusieron,presupusiste,presupondré,presupondrás,presupondrá,presupondremos,presupondréis,presupondrán,presupondrás,presupondría,presupondrías,presupondría,presupondríamos,presupondríais,presupondrían,presupondrías,0.0004275567519727,Presuppose
923,expulsar,1486,expulso,expulsas,expulsa,expulsamos,expulsáis,expulsan,expulsás,expulsaba,expulsabas,expulsaba,expulsábamos,expulsabais,expulsaban,expulsabas,expulsé,expulsaste,expulsó,expulsamos,expulsasteis,expulsaron,expulsaste,expulsaré,expulsarás,expulsará,expulsaremos,expulsaréis,expulsarán,expulsarás,expulsaría,expulsarías,expulsaría,expulsaríamos,expulsaríais,expulsarían,expulsarías,0.0004275567519727,Expel
924,agachar,1486,agacho,agachas,agacha,agachamos,agacháis,agachan,agachás,agachaba,agachabas,agachaba,agachábamos,agachabais,agachaban,agachabas,agaché,agachaste,agachó,agachamos,agachasteis,agacharon,agachaste,agacharé,agacharás,agachará,agacharemos,agacharéis,agacharán,agacharás,agacharía,agacharías,agacharía,agacharíamos,agacharíais,agacharían,agacharías,0.0004275567519727,crouch
925,asombrar,1486,asombro,asombras,asombra,asombramos,asombráis,asombran,asombrás,asombraba,asombrabas,asombraba,asombrábamos,asombrabais,asombraban,asombrabas,asombré,asombraste,asombró,asombramos,asombrasteis,asombraron,asombraste,asombraré,asombrarás,asombrará,asombraremos,asombraréis,asombrarán,asombrarás,asombraría,asombrarías,asombraría,asombraríamos,asombraríais,asombrarían,asombrarías,0.0004275567519727,Astonish
926,empatar,1486,empato,empatas,empata,empatamos,empatáis,empatan,empatás,empataba,empatabas,empataba,empatábamos,empatabais,empataban,empatabas,empaté,empataste,empató,empatamos,empatasteis,empataron,empataste,empataré,empatarás,empatará,empataremos,empataréis,empatarán,empatarás,empataría,empatarías,empataría,empataríamos,empataríais,empatarían,empatarías,0.0004275567519727,tie
927,coquetear,1485,coqueteo,coqueteas,coquetea,coqueteamos,coqueteáis,coquetean,coqueteás,coqueteaba,coqueteabas,coqueteaba,coqueteábamos,coqueteabais,coqueteaban,coqueteabas,coqueteé,coqueteaste,coqueteó,coqueteamos,coqueteasteis,coquetearon,coqueteaste,coquetearé,coquetearás,coqueteará,coquetearemos,coquetearéis,coquetearán,coquetearás,coquetearía,coquetearías,coquetearía,coquetearíamos,coquetearíais,coquetearían,coquetearías,0.0004272690287211,flirting
928,invadir,1484,invado,invades,invade,invadimos,invadís,invaden,invadís,invadía,invadías,invadía,invadíamos,invadíais,invadían,invadías,invadí,invadiste,invadió,invadimos,invadisteis,invadieron,invadiste,invadiré,invadirás,invadirá,invadiremos,invadiréis,invadirán,invadirás,invadiría,invadirías,invadiría,invadiríamos,invadiríais,invadirían,invadirías,0.0004269813054694,invade
929,derrotar,1484,derroto,derrotas,derrota,derrotamos,derrotáis,derrotan,derrotás,derrotaba,derrotabas,derrotaba,derrotábamos,derrotabais,derrotaban,derrotabas,derroté,derrotaste,derrotó,derrotamos,derrotasteis,derrotaron,derrotaste,derrotaré,derrotarás,derrotará,derrotaremos,derrotaréis,derrotarán,derrotarás,derrotaría,derrotarías,derrotaría,derrotaríamos,derrotaríais,derrotarían,derrotarías,0.0004269813054694,defeat
930,envejecer,1482,envejezco,envejeces,envejece,envejecemos,envejecéis,envejecen,envejecés,envejecía,envejecías,envejecía,envejecíamos,envejecíais,envejecían,envejecías,envejecí,envejeciste,envejeció,envejecimos,envejecisteis,envejecieron,envejeciste,envejeceré,envejecerás,envejecerá,envejeceremos,envejeceréis,envejecerán,envejecerás,envejecería,envejecerías,envejecería,envejeceríamos,envejeceríais,envejecerían,envejecerías,0.0004264058589661,age
931,archivar,1482,archivo,archivas,archiva,archivamos,archiváis,archivan,archivás,archivaba,archivabas,archivaba,archivábamos,archivabais,archivaban,archivabas,archivé,archivaste,archivó,archivamos,archivasteis,archivaron,archivaste,archivaré,archivarás,archivará,archivaremos,archivaréis,archivarán,archivarás,archivaría,archivarías,archivaría,archivaríamos,archivaríais,archivarían,archivarías,0.0004264058589661,archive
932,arrugar,1482,arrugo,arrugas,arruga,arrugamos,arrugáis,arrugan,arrugás,arrugaba,arrugabas,arrugaba,arrugábamos,arrugabais,arrugaban,arrugabas,arrugué,arrugaste,arrugó,arrugamos,arrugasteis,arrugaron,arrugaste,arrugaré,arrugarás,arrugará,arrugaremos,arrugaréis,arrugarán,arrugarás,arrugaría,arrugarías,arrugaría,arrugaríamos,arrugaríais,arrugarían,arrugarías,0.0004264058589661,wrinkle
933,proceder,1482,procedo,procedes,procede,procedemos,procedéis,proceden,procedés,procedía,procedías,procedía,procedíamos,procedíais,procedían,procedías,procedí,procediste,procedió,procedimos,procedisteis,procedieron,procediste,procederé,procederás,procederá,procederemos,procederéis,procederán,procederás,procedería,procederías,procedería,procederíamos,procederíais,procederían,procederías,0.0004264058589661,proceed
934,fracasar,1481,fracaso,fracasas,fracasa,fracasamos,fracasáis,fracasan,fracasás,fracasaba,fracasabas,fracasaba,fracasábamos,fracasabais,fracasaban,fracasabas,fracasé,fracasaste,fracasó,fracasamos,fracasasteis,fracasaron,fracasaste,fracasaré,fracasarás,fracasará,fracasaremos,fracasaréis,fracasarán,fracasarás,fracasaría,fracasarías,fracasaría,fracasaríamos,fracasaríais,fracasarían,fracasarías,0.0004261181357144,fail
935,arrojar,1481,arrojo,arrojas,arroja,arrojamos,arrojáis,arrojan,arrojás,arrojaba,arrojabas,arrojaba,arrojábamos,arrojabais,arrojaban,arrojabas,arrojé,arrojaste,arrojó,arrojamos,arrojasteis,arrojaron,arrojaste,arrojaré,arrojarás,arrojará,arrojaremos,arrojaréis,arrojarán,arrojarás,arrojaría,arrojarías,arrojaría,arrojaríamos,arrojaríais,arrojarían,arrojarías,0.0004261181357144,throw
936,chantajear,1481,chantajeo,chantajeas,chantajea,chantajeamos,chantajeáis,chantajean,chantajeás,chantajeaba,chantajeabas,chantajeaba,chantajeábamos,chantajeabais,chantajeaban,chantajeabas,chantajeé,chantajeaste,chantajeó,chantajeamos,chantajeasteis,chantajearon,chantajeaste,chantajearé,chantajearás,chantajeará,chantajearemos,chantajearéis,chantajearán,chantajearás,chantajearía,chantajearías,chantajearía,chantajearíamos,chantajearíais,chantajearían,chantajearías,0.0004261181357144,blackmail
937,programar,1481,programo,programas,programa,programamos,programáis,programan,programás,programaba,programabas,programaba,programábamos,programabais,programaban,programabas,programé,programaste,programó,programamos,programasteis,programaron,programaste,programaré,programarás,programará,programaremos,programaréis,programarán,programarás,programaría,programarías,programaría,programaríamos,programaríais,programarían,programarías,0.0004261181357144,program
938,amordazar,1480,amordazo,amordazas,amordaza,amordazamos,amordazáis,amordazan,amordazás,amordazaba,amordazabas,amordazaba,amordazábamos,amordazabais,amordazaban,amordazabas,amordacé,amordazaste,amordazó,amordazamos,amordazasteis,amordazaron,amordazaste,amordazaré,amordazarás,amordazará,amordazaremos,amordazaréis,amordazarán,amordazarás,amordazaría,amordazarías,amordazaría,amordazaríamos,amordazaríais,amordazarían,amordazarías,0.0004258304124627,gag
939,alabar,1480,alabo,alabas,alaba,alabamos,alabáis,alaban,alabás,alababa,alababas,alababa,alabábamos,alababais,alababan,alababas,alabé,alabaste,alabó,alabamos,alabasteis,alabaron,alabaste,alabaré,alabarás,alabará,alabaremos,alabaréis,alabarán,alabarás,alabaría,alabarías,alabaría,alabaríamos,alabaríais,alabarían,alabarías,0.0004258304124627,praise
940,encubrir,1479,encubro,encubres,encubre,encubrimos,encubrís,encubren,encubrís,encubría,encubrías,encubría,encubríamos,encubríais,encubrían,encubrías,encubrí,encubriste,encubrió,encubrimos,encubristeis,encubrieron,encubriste,encubriré,encubrirás,encubrirá,encubriremos,encubriréis,encubrirán,encubrirás,encubriría,encubrirías,encubriría,encubriríamos,encubriríais,encubrirían,encubrirías,0.0004255426892111,cover
941,convocar,1479,convoco,convocas,convoca,convocamos,convocáis,convocan,convocás,convocaba,convocabas,convocaba,convocábamos,convocabais,convocaban,convocabas,convoqué,convocaste,convocó,convocamos,convocasteis,convocaron,convocaste,convocaré,convocarás,convocará,convocaremos,convocaréis,convocarán,convocarás,convocaría,convocarías,convocaría,convocaríamos,convocaríais,convocarían,convocarías,0.0004255426892111,convoke
942,conceder,1478,concedo,concedes,concede,concedemos,concedéis,conceden,concedés,concedía,concedías,concedía,concedíamos,concedíais,concedían,concedías,concedí,concediste,concedió,concedimos,concedisteis,concedieron,concediste,concederé,concederás,concederá,concederemos,concederéis,concederán,concederás,concedería,concederías,concedería,concederíamos,concederíais,concederían,concederías,0.0004252549659594,grant
943,triunfar,1477,triunfo,triunfas,triunfa,triunfamos,triunfáis,triunfan,triunfás,triunfaba,triunfabas,triunfaba,triunfábamos,triunfabais,triunfaban,triunfabas,triunfé,triunfaste,triunfó,triunfamos,triunfasteis,triunfaron,triunfaste,triunfaré,triunfarás,triunfará,triunfaremos,triunfaréis,triunfarán,triunfarás,triunfaría,triunfarías,triunfaría,triunfaríamos,triunfaríais,triunfarían,triunfarías,0.0004249672427077,triumph
944,extraviar,1476,extravío,extravías,extravía,extraviamos,extraviáis,extravían,extraviás,extraviaba,extraviabas,extraviaba,extraviábamos,extraviabais,extraviaban,extraviabas,extravié,extraviaste,extravió,extraviamos,extraviasteis,extraviaron,extraviaste,extraviaré,extraviarás,extraviará,extraviaremos,extraviaréis,extraviarán,extraviarás,extraviaría,extraviarías,extraviaría,extraviaríamos,extraviaríais,extraviarían,extraviarías,0.0004246795194561,misplace
945,suprimir,1475,suprimo,suprimes,suprime,suprimimos,suprimís,suprimen,suprimís,suprimía,suprimías,suprimía,suprimíamos,suprimíais,suprimían,suprimías,suprimí,suprimiste,suprimió,suprimimos,suprimisteis,suprimieron,suprimiste,suprimiré,suprimirás,suprimirá,suprimiremos,suprimiréis,suprimirán,suprimirás,suprimiría,suprimirías,suprimiría,suprimiríamos,suprimiríais,suprimirían,suprimirías,0.0004243917962044,delete
946,trasladar,1475,traslado,trasladas,traslada,trasladamos,trasladáis,trasladan,trasladás,trasladaba,trasladabas,trasladaba,trasladábamos,trasladabais,trasladaban,trasladabas,trasladé,trasladaste,trasladó,trasladamos,trasladasteis,trasladaron,trasladaste,trasladaré,trasladarás,trasladará,trasladaremos,trasladaréis,trasladarán,trasladarás,trasladaría,trasladarías,trasladaría,trasladaríamos,trasladaríais,trasladarían,trasladarías,0.0004243917962044,move
947,contabilizar,1475,contabilizo,contabilizas,contabiliza,contabilizamos,contabilizáis,contabilizan,contabilizás,contabilizaba,contabilizabas,contabilizaba,contabilizábamos,contabilizabais,contabilizaban,contabilizabas,contabilicé,contabilizaste,contabilizó,contabilizamos,contabilizasteis,contabilizaron,contabilizaste,contabilizaré,contabilizarás,contabilizará,contabilizaremos,contabilizaréis,contabilizarán,contabilizarás,contabilizaría,contabilizarías,contabilizaría,contabilizaríamos,contabilizaríais,contabilizarían,contabilizarías,0.0004243917962044,account
948,chillar,1474,chillo,chillas,chilla,chillamos,chilláis,chillan,chillás,chillaba,chillabas,chillaba,chillábamos,chillabais,chillaban,chillabas,chillé,chillaste,chilló,chillamos,chillasteis,chillaron,chillaste,chillaré,chillarás,chillará,chillaremos,chillaréis,chillarán,chillarás,chillaría,chillarías,chillaría,chillaríamos,chillaríais,chillarían,chillarías,0.0004241040729528,Squealing
949,soportar,1474,soporto,soportas,soporta,soportamos,soportáis,soportan,soportás,soportaba,soportabas,soportaba,soportábamos,soportabais,soportaban,soportabas,soporté,soportaste,soportó,soportamos,soportasteis,soportaron,soportaste,soportaré,soportarás,soportará,soportaremos,soportaréis,soportarán,soportarás,soportaría,soportarías,soportaría,soportaríamos,soportaríais,soportarían,soportarías,0.0004241040729528,bear
950,tranquilizar,1474,tranquilizo,tranquilizas,tranquiliza,tranquilizamos,tranquilizáis,tranquilizan,tranquilizás,tranquilizaba,tranquilizabas,tranquilizaba,tranquilizábamos,tranquilizabais,tranquilizaban,tranquilizabas,tranquilicé,tranquilizaste,tranquilizó,tranquilizamos,tranquilizasteis,tranquilizaron,tranquilizaste,tranquilizaré,tranquilizarás,tranquilizará,tranquilizaremos,tranquilizaréis,tranquilizarán,tranquilizarás,tranquilizaría,tranquilizarías,tranquilizaría,tranquilizaríamos,tranquilizaríais,tranquilizarían,tranquilizarías,0.0004241040729528,calm down
951,comportar,1474,comporto,comportas,comporta,comportamos,comportáis,comportan,comportás,comportaba,comportabas,comportaba,comportábamos,comportabais,comportaban,comportabas,comporté,comportaste,comportó,comportamos,comportasteis,comportaron,comportaste,comportaré,comportarás,comportará,comportaremos,comportaréis,comportarán,comportarás,comportaría,comportarías,comportaría,comportaríamos,comportaríais,comportarían,comportarías,0.0004241040729528,conduct
952,volcar,1474,vuelco,vuelcas,vuelca,volcamos,volcáis,vuelcan,volcás,volcaba,volcabas,volcaba,volcábamos,volcabais,volcaban,volcabas,volqué,volcaste,volcó,volcamos,volcasteis,volcaron,volcaste,volcaré,volcarás,volcará,volcaremos,volcaréis,volcarán,volcarás,volcaría,volcarías,volcaría,volcaríamos,volcaríais,volcarían,volcarías,0.0004241040729528,dump
953,antedecir,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004238163497011,antedecir
954,devenir,1473,devengo,devienes,deviene,devenimos,devenís,devienen,devenís,devenía,devenías,devenía,deveníamos,deveníais,devenían,devenías,devine,deviniste,devino,devinimos,devinisteis,devinieron,deviniste,devendré,devendrás,devendrá,devendremos,devendréis,devendrán,devendrás,devendría,devendrías,devendría,devendríamos,devendríais,devendrían,devendrías,0.0004238163497011,become
955,ensuciar,1473,ensucio,ensucias,ensucia,ensuciamos,ensuciáis,ensucian,ensuciás,ensuciaba,ensuciabas,ensuciaba,ensuciábamos,ensuciabais,ensuciaban,ensuciabas,ensucié,ensuciaste,ensució,ensuciamos,ensuciasteis,ensuciaron,ensuciaste,ensuciaré,ensuciarás,ensuciará,ensuciaremos,ensuciaréis,ensuciarán,ensuciarás,ensuciaría,ensuciarías,ensuciaría,ensuciaríamos,ensuciaríais,ensuciarían,ensuciarías,0.0004238163497011,soiling
956,cotizar,1472,cotizo,cotizas,cotiza,cotizamos,cotizáis,cotizan,cotizás,cotizaba,cotizabas,cotizaba,cotizábamos,cotizabais,cotizaban,cotizabas,coticé,cotizaste,cotizó,cotizamos,cotizasteis,cotizaron,cotizaste,cotizaré,cotizarás,cotizará,cotizaremos,cotizaréis,cotizarán,cotizarás,cotizaría,cotizarías,cotizaría,cotizaríamos,cotizaríais,cotizarían,cotizarías,0.0004235286264494,listing
957,sobrevolar,1472,sobrevuelo,sobrevuelas,sobrevuela,sobrevolamos,sobrevoláis,sobrevuelan,sobrevolás,sobrevolaba,sobrevolabas,sobrevolaba,sobrevolábamos,sobrevolabais,sobrevolaban,sobrevolabas,sobrevolé,sobrevolaste,sobrevoló,sobrevolamos,sobrevolasteis,sobrevolaron,sobrevolaste,sobrevolaré,sobrevolarás,sobrevolará,sobrevolaremos,sobrevolaréis,sobrevolarán,sobrevolarás,sobrevolaría,sobrevolarías,sobrevolaría,sobrevolaríamos,sobrevolaríais,sobrevolarían,sobrevolarías,0.0004235286264494,fly over
958,podar,1472,podo,podas,poda,podamos,podáis,podan,podás,podaba,podabas,podaba,podábamos,podabais,podaban,podabas,podé,podaste,podó,podamos,podasteis,podaron,podaste,podaré,podarás,podará,podaremos,podaréis,podarán,podarás,podaría,podarías,podaría,podaríamos,podaríais,podarían,podarías,0.0004235286264494,pruning
959,clarificar,1471,clarifico,clarificas,clarifica,clarificamos,clarificáis,clarifican,clarificás,clarificaba,clarificabas,clarificaba,clarificábamos,clarificabais,clarificaban,clarificabas,clarifiqué,clarificaste,clarificó,clarificamos,clarificasteis,clarificaron,clarificaste,clarificaré,clarificarás,clarificará,clarificaremos,clarificaréis,clarificarán,clarificarás,clarificaría,clarificarías,clarificaría,clarificaríamos,clarificaríais,clarificarían,clarificarías,0.0004232409031978,clarify
960,digerir,1471,digiero,digieres,digiere,digerimos,digerís,digieren,digerís,digería,digerías,digería,digeríamos,digeríais,digerían,digerías,digerí,digeriste,digirió,digerimos,digeristeis,digirieron,digeriste,digeriré,digerirás,digerirá,digeriremos,digeriréis,digerirán,digerirás,digeriría,digerirías,digeriría,digeriríamos,digeriríais,digerirían,digerirías,0.0004232409031978,digest
961,aunar,1471,aúno,aúnas,aúna,aunamos,aunáis,aúnan,aunás,aunaba,aunabas,aunaba,aunábamos,aunabais,aunaban,aunabas,auné,aunaste,aunó,aunamos,aunasteis,aunaron,aunaste,aunaré,aunarás,aunará,aunaremos,aunaréis,aunarán,aunarás,aunaría,aunarías,aunaría,aunaríamos,aunaríais,aunarían,aunarías,0.0004232409031978,join
962,apaciguar,1470,apaciguo,apaciguas,apacigua,apaciguamos,apaciguáis,apaciguan,apaciguás,apaciguaba,apaciguabas,apaciguaba,apaciguábamos,apaciguabais,apaciguaban,apaciguabas,apacigüé,apaciguaste,apaciguó,apaciguamos,apaciguasteis,apaciguaron,apaciguaste,apaciguaré,apaciguarás,apaciguará,apaciguaremos,apaciguaréis,apaciguarán,apaciguarás,apaciguaría,apaciguarías,apaciguaría,apaciguaríamos,apaciguaríais,apaciguarían,apaciguarías,0.0004229531799461,appease
963,fotografiar,1470,fotografío,fotografías,fotografía,fotografiamos,fotografiáis,fotografían,fotografiás,fotografiaba,fotografiabas,fotografiaba,fotografiábamos,fotografiabais,fotografiaban,fotografiabas,fotografié,fotografiaste,fotografió,fotografiamos,fotografiasteis,fotografiaron,fotografiaste,fotografiaré,fotografiarás,fotografiará,fotografiaremos,fotografiaréis,fotografiarán,fotografiarás,fotografiaría,fotografiarías,fotografiaría,fotografiaríamos,fotografiaríais,fotografiarían,fotografiarías,0.0004229531799461,Photograph
964,serrar,1469,sierro,sierras,sierra,serramos,serráis,sierran,serrás,serraba,serrabas,serraba,serrábamos,serrabais,serraban,serrabas,serré,serraste,serró,serramos,serrasteis,serraron,serraste,serraré,serrarás,serrará,serraremos,serraréis,serrarán,serrarás,serraría,serrarías,serraría,serraríamos,serraríais,serrarían,serrarías,0.0004226654566944,saw
965,auditar,1469,audito,auditas,audita,auditamos,auditáis,auditan,auditás,auditaba,auditabas,auditaba,auditábamos,auditabais,auditaban,auditabas,audité,auditaste,auditó,auditamos,auditasteis,auditaron,auditaste,auditaré,auditarás,auditará,auditaremos,auditaréis,auditarán,auditarás,auditaría,auditarías,auditaría,auditaríamos,auditaríais,auditarían,auditarías,0.0004226654566944,audit
966,transbordar,1468,transbordo,transbordas,transborda,transbordamos,transbordáis,transbordan,transbordás,transbordaba,transbordabas,transbordaba,transbordábamos,transbordabais,transbordaban,transbordabas,transbordé,transbordaste,transbordó,transbordamos,transbordasteis,transbordaron,transbordaste,transbordaré,transbordarás,transbordará,transbordaremos,transbordaréis,transbordarán,transbordarás,transbordaría,transbordarías,transbordaría,transbordaríamos,transbordaríais,transbordarían,transbordarías,0.0004223777334428,transship
967,plantar,1467,planto,plantas,planta,plantamos,plantáis,plantan,plantás,plantaba,plantabas,plantaba,plantábamos,plantabais,plantaban,plantabas,planté,plantaste,plantó,plantamos,plantasteis,plantaron,plantaste,plantaré,plantarás,plantará,plantaremos,plantaréis,plantarán,plantarás,plantaría,plantarías,plantaría,plantaríamos,plantaríais,plantarían,plantarías,0.0004220900101911,plantar
968,solucionar,1467,soluciono,solucionas,soluciona,solucionamos,solucionáis,solucionan,solucionás,solucionaba,solucionabas,solucionaba,solucionábamos,solucionabais,solucionaban,solucionabas,solucioné,solucionaste,solucionó,solucionamos,solucionasteis,solucionaron,solucionaste,solucionaré,solucionarás,solucionará,solucionaremos,solucionaréis,solucionarán,solucionarás,solucionaría,solucionarías,solucionaría,solucionaríamos,solucionaríais,solucionarían,solucionarías,0.0004220900101911,fix
969,fruncir,1467,frunzo,frunces,frunce,fruncimos,fruncís,fruncen,fruncís,fruncía,fruncías,fruncía,fruncíamos,fruncíais,fruncían,fruncías,fruncí,frunciste,frunció,fruncimos,fruncisteis,fruncieron,frunciste,frunciré,fruncirás,fruncirá,frunciremos,frunciréis,fruncirán,fruncirás,frunciría,fruncirías,frunciría,frunciríamos,frunciríais,fruncirían,fruncirías,0.0004220900101911,fruncir
970,serpentear,1466,serpenteo,serpenteas,serpentea,serpenteamos,serpenteáis,serpentean,serpenteás,serpenteaba,serpenteabas,serpenteaba,serpenteábamos,serpenteabais,serpenteaban,serpenteabas,serpenteé,serpenteaste,serpenteó,serpenteamos,serpenteasteis,serpentearon,serpenteaste,serpentearé,serpentearás,serpenteará,serpentearemos,serpentearéis,serpentearán,serpentearás,serpentearía,serpentearías,serpentearía,serpentearíamos,serpentearíais,serpentearían,serpentearías,0.0004218022869394,merpent
971,alternar,1466,alterno,alternas,alterna,alternamos,alternáis,alternan,alternás,alternaba,alternabas,alternaba,alternábamos,alternabais,alternaban,alternabas,alterné,alternaste,alternó,alternamos,alternasteis,alternaron,alternaste,alternaré,alternarás,alternará,alternaremos,alternaréis,alternarán,alternarás,alternaría,alternarías,alternaría,alternaríamos,alternaríais,alternarían,alternarías,0.0004218022869394,alternate
972,alarmar,1466,alarmo,alarmas,alarma,alarmamos,alarmáis,alarman,alarmás,alarmaba,alarmabas,alarmaba,alarmábamos,alarmabais,alarmaban,alarmabas,alarmé,alarmaste,alarmó,alarmamos,alarmasteis,alarmaron,alarmaste,alarmaré,alarmarás,alarmará,alarmaremos,alarmaréis,alarmarán,alarmarás,alarmaría,alarmarías,alarmaría,alarmaríamos,alarmaríais,alarmarían,alarmarías,0.0004218022869394,alarm
973,derivar,1466,derivo,derivas,deriva,derivamos,deriváis,derivan,derivás,derivaba,derivabas,derivaba,derivábamos,derivabais,derivaban,derivabas,derivé,derivaste,derivó,derivamos,derivasteis,derivaron,derivaste,derivaré,derivarás,derivará,derivaremos,derivaréis,derivarán,derivarás,derivaría,derivarías,derivaría,derivaríamos,derivaríais,derivarían,derivarías,0.0004218022869394,drift
974,ansiar,1466,ansío,ansías,ansía,ansiamos,ansiáis,ansían,ansiás,ansiaba,ansiabas,ansiaba,ansiábamos,ansiabais,ansiaban,ansiabas,ansié,ansiaste,ansió,ansiamos,ansiasteis,ansiaron,ansiaste,ansiaré,ansiarás,ansiará,ansiaremos,ansiaréis,ansiarán,ansiarás,ansiaría,ansiarías,ansiaría,ansiaríamos,ansiaríais,ansiarían,ansiarías,0.0004218022869394,longing
975,disfrazar,1465,disfrazo,disfrazas,disfraza,disfrazamos,disfrazáis,disfrazan,disfrazás,disfrazaba,disfrazabas,disfrazaba,disfrazábamos,disfrazabais,disfrazaban,disfrazabas,disfracé,disfrazaste,disfrazó,disfrazamos,disfrazasteis,disfrazaron,disfrazaste,disfrazaré,disfrazarás,disfrazará,disfrazaremos,disfrazaréis,disfrazarán,disfrazarás,disfrazaría,disfrazarías,disfrazaría,disfrazaríamos,disfrazaríais,disfrazarían,disfrazarías,0.0004215145636878,disguise
976,persistir,1465,persisto,persistes,persiste,persistimos,persistís,persisten,persistís,persistía,persistías,persistía,persistíamos,persistíais,persistían,persistías,persistí,persististe,persistió,persistimos,persististeis,persistieron,persististe,persistiré,persistirás,persistirá,persistiremos,persistiréis,persistirán,persistirás,persistiría,persistirías,persistiría,persistiríamos,persistiríais,persistirían,persistirías,0.0004215145636878,persist
977,resbalar,1465,resbalo,resbalas,resbala,resbalamos,resbaláis,resbalan,resbalás,resbalaba,resbalabas,resbalaba,resbalábamos,resbalabais,resbalaban,resbalabas,resbalé,resbalaste,resbaló,resbalamos,resbalasteis,resbalaron,resbalaste,resbalaré,resbalarás,resbalará,resbalaremos,resbalaréis,resbalarán,resbalarás,resbalaría,resbalarías,resbalaría,resbalaríamos,resbalaríais,resbalarían,resbalarías,0.0004215145636878,slip
978,excitar,1464,excito,excitas,excita,excitamos,excitáis,excitan,excitás,excitaba,excitabas,excitaba,excitábamos,excitabais,excitaban,excitabas,excité,excitaste,excitó,excitamos,excitasteis,excitaron,excitaste,excitaré,excitarás,excitará,excitaremos,excitaréis,excitarán,excitarás,excitaría,excitarías,excitaría,excitaríamos,excitaríais,excitarían,excitarías,0.0004212268404361,excite
